19043,91,351,1,2,89,1
19044,91,352,7,87,76,1
19045,91,353,2,28,95,1
19046,91,354,2,23,88,1
19047,91,355,1,11,79,1
19048,91,356,8,92,72,1
19049,91,357,1,2,76,1
19050,91,358,3,36,76,1
19051,91,359,7,87,95,1
19052,91,360,3,46,92,1
19053,91,361,3,35,99,1
19054,91,362,3,37,88,1
19055,91,362,3,36,84,2
19056,91,363,4,57,82,1
19057,91,364,4,53,89,1
19058,91,365,4,52,85,1
19059,91,366,1,12,71,1
19060,91,367,4,62,94,1
19061,91,368,7,87,99,1
19062,91,369,5,69,92,1
19063,91,370,1,3,71,1
19064,91,371,8,92,95,1
19065,91,372,2,29,83,1
19066,91,372,7,87,92,2
19067,91,373,4,54,93,1
19068,91,374,4,60,96,1
19069,91,375,9,96,95,1
19070,91,376,5,73,84,1
19071,91,377,3,42,70,1
19072,91,378,9,95,84,1
19073,91,379,1,10,82,1
19074,91,380,4,52,88,1
19075,91,380,3,37,96,2
19076,91,381,7,83,81,1
19077,91,382,1,9,77,1
19078,91,383,3,48,96,1
19079,91,384,2,23,79,1
19080,91,385,1,9,73,1
19081,91,386,1,4,99,1
19082,91,387,9,95,81,1
19083,91,388,4,50,97,1
19084,91,389,1,2,84,1
19085,91,390,2,31,76,1
19086,91,391,2,21,71,1
19087,91,392,3,39,86,1
19088,91,393,4,57,91,1
19089,91,394,3,46,98,1
19090,91,395,1,11,93,1
19091,91,396,4,51,81,1
19092,91,397,1,12,91,1
19093,91,398,7,88,89,1
19094,91,399,4,52,71,1
19095,91,400,1,5,92,1
19096,92,351,4,64,81,1
19097,92,352,7,84,98,1
19098,92,353,3,37,78,1
19099,92,354,7,84,97,1
19100,92,355,9,95,77,1
19101,92,356,3,43,98,1
19102,92,357,5,72,89,1
19103,92,358,8,92,84,1
19104,92,359,8,91,85,1
19105,92,360,9,95,95,1
19106,92,361,2,23,92,1
19107,92,362,1,14,99,1
19108,92,363,1,14,92,1
19109,92,364,8,90,87,1
19110,92,365,6,80,83,1
19111,92,366,9,96,79,1
19112,92,367,10,98,82,1
19113,92,368,1,5,82,1
19114,92,369,5,72,73,1
19115,92,370,4,62,98,1
19116,92,371,4,56,70,1
19117,92,372,4,51,79,1
19118,92,373,1,16,99,1
19119,92,374,7,88,71,1
19120,92,375,3,36,89,1
19121,92,376,1,8,96,1
19122,92,377,4,56,96,1
19123,92,378,2,31,94,1
19124,92,379,5,69,75,1
19125,92,380,1,9,78,1
19126,92,381,1,10,87,1
19127,92,382,4,54,80,1
19128,92,383,10,99,97,1
19129,92,384,2,34,82,1
19130,92,385,3,48,78,1
19131,92,386,3,35,87,1
19132,92,386,10,99,91,2
19133,92,387,8,90,81,1
19134,92,388,4,50,79,1
19135,92,389,4,60,99,1
19136,92,390,2,27,98,1
19137,92,391,5,74,87,1
19138,92,392,5,74,75,1
19139,92,393,1,5,91,1
19140,92,394,3,39,72,1
19141,92,395,2,24,96,1
19142,92,396,6,76,73,1
19143,92,397,4,54,74,1
19144,92,398,3,48,75,1
19145,92,399,2,27,93,1
19146,92,400,2,29,98,1
19147,93,351,2,27,78,1
19148,93,352,5,70,95,1
19149,93,353,7,84,87,1
19150,93,354,9,95,83,1
19151,93,355,10,99,88,1
19152,93,356,1,8,74,1
19153,93,357,1,3,99,1
19154,93,358,1,16,74,1
19155,93,359,1,11,90,1
19156,93,360,8,90,86,1
19157,93,361,4,57,89,1
19158,93,362,8,90,87,1
19159,93,363,2,34,85,1
19160,93,364,3,39,96,1
19161,93,365,8,90,94,1
19162,93,366,6,81,73,1
19163,93,367,2,28,79,1
19164,93,368,7,85,82,1
19165,93,369,2,24,86,1
19166,93,370,2,20,88,1
19167,93,371,6,79,72,1
19168,93,372,6,76,73,1
19169,93,373,1,4,79,1
19170,93,374,7,84,95,1
19171,93,375,7,83,85,1
19172,93,376,10,99,85,1
19173,93,377,7,88,72,1
19174,93,378,1,6,70,1
19175,93,378,3,39,97,2
19176,93,379,6,78,82,1
19177,93,380,3,45,91,1
19178,93,380,3,48,81,2
19179,93,381,3,35,72,1
19180,93,382,3,39,95,1
19181,93,383,9,96,91,1
19182,93,384,1,7,72,1
19183,93,385,6,77,93,1
19184,93,386,7,87,87,1
19185,93,387,4,54,75,1
19186,93,387,3,46,96,2
19187,93,388,1,8,75,1
19188,93,389,8,90,82,1
19189,93,390,8,92,94,1
19190,93,391,5,65,72,1
19191,93,392,5,65,97,1
19192,93,393,1,6,72,1
19193,93,393,2,31,86,2
19194,93,394,1,17,82,1
19195,93,395,7,84,74,1
19196,93,396,4,61,84,1
19197,93,397,4,58,90,1
19198,93,398,3,37,74,1
19199,93,399,9,94,91,1
19200,93,400,5,67,85,1
19201,94,351,8,89,89,1
19202,94,352,1,1,92,1
19203,94,353,2,25,87,1
19204,94,354,4,51,96,1
19205,94,355,5,69,88,1
19206,94,356,4,57,74,1
19207,94,357,2,32,73,1
19208,94,358,2,34,93,1
19209,94,358,4,60,85,2
19210,94,359,3,49,95,1
19211,94,360,1,18,82,1
19212,94,361,1,10,75,1
19213,94,362,8,89,92,1
19214,94,363,1,4,70,1
19215,94,364,7,83,98,1
19216,94,365,1,7,77,1
19217,94,366,4,52,90,1
19218,94,366,3,47,84,2
19219,94,367,3,48,82,1
19220,94,368,4,64,98,1
19221,94,369,1,1,93,1
19222,94,370,6,81,74,1
19223,94,371,8,91,98,1
19224,94,372,2,24,89,1
19225,94,373,5,74,70,1
19226,94,374,4,50,79,1
19227,94,375,1,16,78,1
19228,94,376,5,74,95,1
19229,94,377,2,27,83,1
19230,94,378,1,16,77,1
19231,94,379,4,64,97,1
19232,94,380,9,96,94,1
19233,94,381,1,15,72,1
19234,94,382,3,49,76,1
19235,94,383,3,35,74,1
19236,94,384,2,30,96,1
19237,94,385,3,40,78,1
19238,94,386,3,43,70,1
19239,94,387,1,1,96,1
19240,94,388,1,1,89,1
19241,94,389,6,77,81,1
19242,94,390,2,26,98,1
19243,94,391,4,64,89,1
19244,94,392,3,47,77,1
19245,94,392,5,72,90,2
19246,94,393,2,28,79,1
19247,94,394,2,28,95,1
19248,94,395,1,1,99,1
19249,94,396,8,90,78,1
19250,94,397,6,79,82,1
19251,94,398,1,6,76,1
19252,94,399,4,56,91,1
19253,94,400,8,91,97,1
19254,95,351,9,97,95,1
19255,95,352,3,41,74,1
19256,95,353,1,12,88,1
19257,95,354,4,62,70,1
19258,95,355,5,68,71,1
19259,95,356,1,5,94,1
