1,1,151,2,21,68,1
2,1,152,3,37,88,1
3,1,153,6,81,80,1
4,1,154,3,37,99,1
5,1,155,1,14,79,1
6,1,156,5,68,70,1
7,1,157,6,79,96,1
8,1,158,1,1,77,1
9,1,159,5,67,96,1
10,1,160,5,74,87,1
11,1,161,1,16,80,1
12,1,162,1,14,66,1
13,1,162,7,86,82,2
14,1,163,6,81,95,1
15,1,164,1,19,73,1
16,1,165,2,28,81,1
17,1,166,2,30,82,1
18,1,166,3,45,75,2
19,1,167,4,62,99,1
20,1,168,6,77,92,1
21,1,169,5,71,79,1
22,1,170,1,10,98,1
23,1,170,4,62,97,2
24,1,171,3,40,82,1
25,1,172,2,29,93,1
26,1,173,2,31,86,1
27,1,174,2,28,90,1
28,1,175,5,74,74,1
29,1,176,2,20,96,1
30,1,177,2,30,82,1
31,1,178,4,60,98,1
32,1,179,5,67,88,1
33,1,180,5,70,88,1
34,1,181,1,12,76,1
35,1,182,3,42,97,1
36,1,183,3,35,81,1
37,1,183,4,57,77,2
38,1,184,9,94,93,1
39,1,185,1,4,77,1
40,1,186,2,28,97,1
41,1,187,1,17,93,1
42,1,188,8,92,76,1
43,1,189,8,90,72,1
44,1,190,1,1,88,1
45,1,191,2,30,90,1
46,1,191,4,61,71,2
47,1,192,9,94,77,1
48,1,193,7,83,70,1
49,1,194,7,88,78,1
50,1,195,5,71,86,1
51,1,196,2,29,90,1
52,1,197,1,12,94,1
53,1,198,3,39,67,1
54,1,199,2,21,78,1
55,1,200,8,93,86,1
56,2,151,8,92,88,1
57,2,152,2,26,89,1
58,2,153,2,24,79,1
59,2,154,3,45,68,1
60,2,155,5,74,96,1
61,2,156,8,89,93,1
62,2,157,6,80,69,1
63,2,158,6,76,68,1
64,2,159,10,98,83,1
65,2,160,6,75,84,1
66,2,161,3,39,94,1
67,2,161,7,86,79,2
68,2,162,8,92,84,1
69,2,163,2,34,81,1
70,2,164,2,30,84,1
71,2,165,6,79,99,1
72,2,166,6,79,87,1
73,2,167,4,59,74,1
74,2,168,3,39,91,1
75,2,169,4,61,75,1
76,2,170,1,4,74,1
77,2,171,4,50,88,1
78,2,172,3,40,73,1
79,2,173,1,16,74,1
80,2,174,2,30,82,1
81,2,175,5,74,70,1
82,2,176,1,14,77,1
83,2,176,4,58,87,2
84,2,177,6,82,88,1
85,2,178,8,90,97,1
86,2,179,1,2,66,1
87,2,180,5,66,79,1
88,2,181,4,63,93,1
89,2,182,6,81,98,1
90,2,183,3,46,99,1
91,2,184,8,91,81,1
92,2,185,10,99,75,1
93,2,186,1,7,76,1
94,2,186,3,49,94,2
95,2,187,7,86,76,1
96,2,188,3,44,86,1
97,2,189,7,86,88,1
98,2,190,3,35,98,1
99,2,191,1,9,90,1
100,2,192,1,10,80,1
101,2,193,2,34,78,1
102,2,194,3,43,78,1
103,2,195,9,96,98,1
104,2,196,2,24,74,1
105,2,197,1,17,65,1
106,2,198,3,42,72,1
107,2,199,9,97,78,1
108,2,200,2,20,70,1
109,3,151,4,53,77,1
110,3,152,7,84,93,1
111,3,153,5,69,82,1
112,3,154,1,2,87,1
113,3,155,1,6,72,1
114,3,156,9,94,95,1
115,3,157,5,65,99,1
116,3,158,1,19,71,1
117,3,159,4,52,84,1
118,3,160,4,55,94,1
119,3,161,5,66,77,1
120,3,162,9,97,74,1
121,3,163,2,31,67,1
122,3,164,9,94,67,1
123,3,165,2,31,83,1
124,3,166,7,84,74,1
125,3,167,3,48,78,1
126,3,168,9,96,76,1
127,3,169,1,13,72,1
128,3,170,4,50,68,1
129,3,171,6,82,82,1
130,3,172,5,70,82,1
131,3,173,1,14,79,1
132,3,174,6,79,72,1
133,3,175,7,87,86,1
134,3,176,2,32,99,1
135,3,177,3,37,92,1
136,3,178,6,76,84,1
137,3,179,4,50,94,1
138,3,180,4,50,91,1
139,3,181,4,60,68,1
140,3,182,1,3,80,1
141,3,183,3,43,79,1
142,3,184,8,91,75,1
143,3,185,5,70,73,1
144,3,186,1,6,95,1
145,3,187,1,6,95,1
146,3,188,5,71,93,1
147,3,189,2,31,89,1
148,3,190,4,51,85,1
149,3,191,6,77,94,1
150,3,192,3,41,91,1
151,3,193,4,64,68,1
152,3,194,10,98,69,1
153,3,195,3,46,80,1
154,3,196,6,77,95,1
155,3,197,2,24,81,1
156,3,198,6,78,77,1
157,3,199,4,59,92,1
158,3,200,6,81,70,1
159,4,151,2,31,76,1
160,4,152,3,41,78,1
161,4,152,4,63,89,2
162,4,153,5,72,75,1
163,4,154,3,41,99,1
164,4,155,4,51,92,1
165,4,156,1,11,74,1
166,4,157,4,57,82,1
167,4,158,4,55,92,1
168,4,158,4,51,75,2
169,4,159,7,88,91,1
170,4,160,2,23,92,1
171,4,161,8,89,83,1
172,4,162,4,51,74,1
173,4,163,7,87,75,1
174,4,164,6,76,96,1
175,4,165,2,26,94,1
176,4,166,3,41,94,1
177,4,167,2,24,96,1
178,4,168,2,22,72,1
179,4,169,1,4,89,1
180,4,169,9,97,70,2
181,4,170,3,38,87,1
182,4,171,9,95,69,1
183,4,172,2,34,81,1
184,4,173,4,59,82,1
185,4,174,4,52,71,1
186,4,175,2,33,67,1
187,4,176,5,73,87,1
188,4,177,3,44,97,1
189,4,178,4,59,96,1
